220.459448 4.580082e-24 
220.068126 7.461951e-24 
219.678190 1.203618e-23 
219.289635 1.922126e-23 
218.902451 3.039010e-23 
218.516632 4.757070e-23 
218.132171 7.372316e-23 
217.749060 1.131164e-22 
217.367293 1.718319e-22 
216.986861 2.584280e-22 
216.607760 3.847974e-22 
216.229980 5.672595e-22 
215.853516 8.279203e-22 
215.478361 1.196334e-21 
215.104507 1.711485e-21 
214.731949 2.424103e-21 
214.360679 3.399273e-21 
213.990690 4.719306e-21 
213.621976 6.486750e-21 
213.254531 8.827410e-21 
212.888348 1.189314e-20 
212.523420 1.586415e-20 
212.159741 2.095048e-20 
211.797305 2.739229e-20 
211.436104 3.545845e-20 
211.076134 4.544313e-20 
210.717387 5.765988e-20 
210.359858 7.243298e-20 
210.003540 9.008572e-20 
209.648427 1.109258e-19 
209.294513 1.352279e-19 
208.941792 1.632139e-19 
208.590258 1.950316e-19 
208.239904 2.307331e-19 
207.890726 2.702538e-19 
207.542716 3.133942e-19 
207.195870 3.598048e-19 
206.850181 4.089781e-19 
206.505644 4.602462e-19 
206.162253 5.127876e-19 
205.820001 5.656422e-19 
205.478884 6.177363e-19 
205.138896 6.679155e-19 
204.800032 7.149851e-19 
204.462285 7.577562e-19 
204.125650 7.950951e-19 
203.790121 8.259727e-19 
203.455694 8.495117e-19 
203.122363 8.650278e-19 
202.790123 8.720630e-19 
202.458967 8.704077e-19 
202.128891 8.601112e-19 
201.799890 8.414795e-19 
201.471958 8.150600e-19 
201.145090 7.816145e-19 
200.819280 7.420834e-19 
200.494525 6.975413e-19 
200.170818 6.491486e-19 
199.848155 5.981022e-19 
199.526531 5.455867e-19 
199.205940 4.927302e-19 
198.886377 4.405666e-19 
198.567839 3.900058e-19 
198.250319 3.418123e-19 
197.933812 2.965933e-19 
197.618315 2.547956e-19 
197.303822 2.167104e-19 
196.990328 1.824838e-19 
196.677829 1.521340e-19 
196.366320 1.255698e-19 
196.055796 1.026127e-19 
195.746253 8.301835e-20 
195.437686 6.649732e-20 
195.130089 5.273407e-20 
194.823460 4.140334e-20 
194.517793 3.218375e-20 
194.213083 2.476823e-20 
193.909327 1.887167e-20 
193.606519 1.423582e-20 
193.304655 1.063193e-20 
193.003731 7.861376e-21 
192.703743 5.754958e-21 
192.404686 4.171024e-21 
192.106556 2.992956e-21 
191.809348 2.126254e-21 
191.513058 1.495502e-21 
191.217682 1.041396e-21 
190.923216 7.179622e-22 
190.629656 4.900547e-22 
190.336997 3.311651e-22 
190.045235 2.215652e-22 
189.754366 1.467627e-22 
189.464386 9.624692e-23 
189.175292 6.249065e-23 
188.887078 4.016986e-23 
188.599740 2.556481e-23 
188.313276 1.610801e-23 
188.027681 1.004844e-23 
187.742951 6.206002e-24 
187.459081 3.794744e-24 
187.176069 2.297260e-24 
186.893910 1.376876e-24 
186.612600 8.170271e-25 
186.332137 4.799933e-25 
186.052514 2.791843e-25 
185.773730 1.607696e-25 
185.495780 9.165873e-26 
185.218661 5.173695e-26 
184.942368 2.891245e-26 
184.666898 1.599654e-26 
184.392248 8.762421e-27 
184.118413 4.752032e-27 
183.845391 2.551477e-27 
183.573177 1.356316e-27 
183.301768 7.138176e-28 
183.031160 3.719381e-28 
182.761350 1.918718e-28 
182.492335 9.799608e-29 
